,Order Id,Order Date,Ship Date,Ship Mode,Product Id,Customer Id,Sales,Quantity,Discount,Profit
892,CA-2017-133256,6/26/2017,6/27/2017,First Class,OFF-AR-10003158,TH-21550,$15.92,4,0.0,5.4128
893,CA-2017-133256,6/26/2017,6/27/2017,First Class,TEC-PH-10002660,TH-21550,$543.92,8,0.0,135.98
894,CA-2016-105494,11/10/2016,11/12/2016,First Class,OFF-ST-10002205,PC-18745,$155.82,7,0.0,42.0714
895,CA-2016-105494,11/10/2016,11/12/2016,First Class,OFF-BI-10003364,PC-18745,$70.008,3,0.2,24.5028
896,CA-2016-140634,10/3/2016,10/6/2016,Second Class,OFF-EN-10001099,HL-15040,$15.648,2,0.2,5.0856
897,CA-2014-144407,9/9/2014,9/15/2014,Standard Class,OFF-LA-10003923,MS-17365,$103.6,7,0.0,51.8
898,CA-2017-160983,10/29/2017,10/31/2017,Second Class,OFF-PA-10002250,GB-14530,$46.96,8,0.0,22.5408
899,US-2016-114622,4/10/2016,4/12/2016,First Class,OFF-BI-10004716,JR-16210,$8.904,2,0.7,-6.5296
900,CA-2017-150959,11/11/2017,11/13/2017,First Class,OFF-LA-10001045,TD-20995,$10.44,5,0.2,3.3930000000000002
901,CA-2017-150959,11/11/2017,11/13/2017,First Class,OFF-BI-10001510,TD-20995,$18.336,4,0.8,-32.088
902,CA-2017-132353,9/15/2017,9/17/2017,First Class,TEC-PH-10004536,DB-13060,$323.976,3,0.2,20.2485
903,CA-2016-130477,4/8/2016,4/12/2016,Standard Class,OFF-PA-10002947,LC-17140,$20.04,3,0.0,9.6192
904,CA-2016-130477,4/8/2016,4/12/2016,Standard Class,OFF-ST-10002583,LC-17140,$64.96,2,0.0,2.5984
905,CA-2016-130477,4/8/2016,4/12/2016,Standard Class,OFF-PA-10000019,LC-17140,$12.96,2,0.0,6.2208
906,CA-2017-143259,12/30/2017,1/3/2018,Standard Class,FUR-BO-10003441,PO-18865,$323.13599999999997,4,0.2,12.1176
907,CA-2017-143259,12/30/2017,1/3/2018,Standard Class,TEC-PH-10004774,PO-18865,$90.93,7,0.0,2.7279
908,CA-2017-143259,12/30/2017,1/3/2018,Standard Class,OFF-BI-10003684,PO-18865,$52.776,3,0.2,19.791
909,CA-2017-137596,9/2/2017,9/7/2017,Standard Class,TEC-PH-10001494,BE-11335,$1199.8,4,0.0,323.94599999999997
910,CA-2017-137596,9/2/2017,9/7/2017,Standard Class,TEC-AC-10004666,BE-11335,$1928.78,7,0.0,829.3754
911,CA-2017-137596,9/2/2017,9/7/2017,Standard Class,OFF-ST-10003816,BE-11335,$352.38,2,0.0,81.0474
912,CA-2015-133627,5/31/2015,6/7/2015,Standard Class,FUR-FU-10001935,SC-20050,$22.2,6,0.0,9.102
913,CA-2017-102519,11/27/2017,11/29/2017,First Class,FUR-FU-10004091,BM-11650,$46.94,1,0.0,19.2454
914,CA-2017-102519,11/27/2017,11/29/2017,First Class,TEC-AC-10001772,BM-11650,$143.73,9,0.0,56.0547
915,US-2014-141215,6/15/2014,6/21/2014,Standard Class,FUR-TA-10001520,KL-16555,$99.91799999999999,2,0.3,-18.5562
916,US-2014-141215,6/15/2014,6/21/2014,Standard Class,FUR-CH-10003379,KL-16555,$797.944,4,0.3,-56.996
917,US-2014-141215,6/15/2014,6/21/2014,Standard Class,OFF-BI-10002706,KL-16555,$8.568,3,0.8,-14.5656
918,CA-2016-165218,3/5/2016,3/11/2016,Standard Class,OFF-EN-10000056,RW-19630,$149.352,3,0.2,50.4063
919,CA-2016-165218,3/5/2016,3/11/2016,Standard Class,OFF-ST-10001558,RW-19630,$12.992,1,0.2,-0.812
920,CA-2014-138296,12/5/2014,12/12/2014,Standard Class,OFF-ST-10002444,RC-19825,$24.56,2,0.0,6.8768
921,CA-2015-111164,4/11/2015,4/15/2015,Standard Class,TEC-AC-10002473,SE-20110,$85.14,3,0.0,34.9074
922,CA-2015-111164,4/11/2015,4/15/2015,Standard Class,TEC-PH-10004531,SE-20110,$21.99,1,0.0,10.5552
923,CA-2015-111164,4/11/2015,4/15/2015,Standard Class,OFF-AP-10004487,SE-20110,$406.6,5,0.0,113.848
924,CA-2016-149797,9/15/2016,9/20/2016,Standard Class,OFF-BI-10003650,AH-10075,$841.568,2,0.2,294.5488
925,CA-2014-132962,9/13/2014,9/16/2014,First Class,OFF-PA-10003543,JM-15535,$15.552,3,0.2,5.4432
926,CA-2014-132962,9/13/2014,9/16/2014,First Class,TEC-AC-10004353,JM-15535,$252.0,5,0.2,53.55
927,CA-2015-115091,10/5/2015,10/9/2015,Standard Class,OFF-AR-10000658,JJ-15760,$46.2,4,0.0,12.936
928,CA-2015-115091,10/5/2015,10/9/2015,Standard Class,OFF-AP-10000696,JJ-15760,$28.84,2,0.0,9.5172
929,CA-2017-144932,4/14/2017,4/17/2017,First Class,OFF-AR-10003560,AB-10165,$14.592,3,0.2,2.5536
930,CA-2017-144932,4/14/2017,4/17/2017,First Class,OFF-AR-10001468,AB-10165,$89.85600000000001,3,0.2,21.3408
931,CA-2017-144932,4/14/2017,4/17/2017,First Class,OFF-PA-10004971,AB-10165,$13.872,3,0.2,5.0286
932,CA-2017-114216,9/2/2017,9/6/2017,Standard Class,OFF-PA-10002195,RK-19300,$12.192,3,0.2,4.1148
933,CA-2016-140081,6/20/2016,6/24/2016,Standard Class,OFF-PA-10001745,CG-12040,$45.056000000000004,8,0.2,15.2064
934,CA-2016-140081,6/20/2016,6/24/2016,Standard Class,OFF-BI-10004826,CG-12040,$29.718000000000004,6,0.7,-21.7932
935,CA-2016-140081,6/20/2016,6/24/2016,Standard Class,OFF-PA-10001870,CG-12040,$15.552,3,0.2,5.4432
936,CA-2016-140081,6/20/2016,6/24/2016,Standard Class,OFF-AP-10001058,CG-12040,$447.69599999999997,2,0.2,33.5772
937,US-2017-111745,11/5/2017,11/6/2017,First Class,TEC-AC-10003911,RA-19885,$159.99,1,0.0,54.3966
938,CA-2015-148250,12/13/2015,12/17/2015,Standard Class,OFF-PA-10000289,RP-19270,$12.96,2,0.0,6.2208
939,CA-2015-148250,12/13/2015,12/17/2015,Standard Class,OFF-AP-10003040,RP-19270,$134.48,4,0.0,34.9648
940,CA-2016-105760,6/19/2016,6/20/2016,First Class,OFF-PA-10000350,KC-16255,$17.12,2,0.0,8.0464
941,CA-2016-142958,12/13/2016,12/20/2016,Standard Class,OFF-BI-10001759,RW-19630,$6.096,2,0.2,2.2098
942,CA-2016-142958,12/13/2016,12/20/2016,Standard Class,FUR-TA-10000577,RW-19630,$1114.272,4,0.2,41.7852
943,CA-2015-120880,5/29/2015,6/3/2015,Standard Class,OFF-PA-10004101,JL-15850,$32.4,5,0.0,15.552
944,CA-2015-120880,5/29/2015,6/3/2015,Standard Class,OFF-ST-10001496,JL-15850,$540.57,3,0.0,140.5482
945,CA-2015-120880,5/29/2015,6/3/2015,Standard Class,OFF-BI-10002931,JL-15850,$167.76,5,0.2,62.91
946,US-2015-140200,7/26/2015,7/28/2015,First Class,FUR-TA-10002356,CA-12775,$393.165,3,0.5,-204.4458
947,US-2017-110576,11/28/2017,12/2/2017,Standard Class,FUR-FU-10003601,RB-19795,$516.488,7,0.2,-12.9122
948,US-2017-110576,11/28/2017,12/2/2017,Standard Class,FUR-FU-10000576,RB-19795,$1007.232,6,0.2,75.5424
949,US-2017-110576,11/28/2017,12/2/2017,Standard Class,FUR-TA-10004154,RB-19795,$2065.32,12,0.4,-619.596
950,US-2017-110576,11/28/2017,12/2/2017,Standard Class,?,?,$15.552,3,0.2,5.4432
951,US-2017-110576,11/28/2017,12/2/2017,Standard Class,OFF-PA-10002479,RB-19795,$25.344,6,0.2,7.92
952,CA-2017-131156,4/3/2017,4/7/2017,Standard Class,FUR-FU-10001940,KH-16360,$25.471999999999998,4,0.2,7.6416
953,CA-2017-136539,12/28/2017,1/1/2018,Standard Class,OFF-AR-10001958,GH-14665,$27.168000000000003,2,0.2,2.7168
954,CA-2017-136539,12/28/2017,1/1/2018,Standard Class,FUR-BO-10004709,GH-14665,$78.8528,2,0.32,-11.595999999999998
955,CA-2017-119305,11/30/2017,12/4/2017,Standard Class,OFF-ST-10000604,SW-20275,$173.8,5,0.0,43.45
956,CA-2017-102414,5/15/2017,5/18/2017,Second Class,TEC-PH-10002923,JA-15970,$29.592,1,0.2,2.5893
957,CA-2017-102414,5/15/2017,5/18/2017,Second Class,OFF-BI-10004465,JA-15970,$4.752,2,0.7,-3.168
958,CA-2017-102414,5/15/2017,5/18/2017,Second Class,OFF-PA-10002333,JA-15970,$15.552,3,0.2,5.6376
959,CA-2015-112571,9/22/2015,9/22/2015,Same Day,FUR-FU-10004188,DL-12925,$204.6,2,0.0,53.196000000000005
960,CA-2017-152142,11/14/2017,11/19/2017,Standard Class,FUR-CH-10002965,LW-16990,$321.568,2,0.2,28.1372
961,CA-2015-160059,11/27/2015,12/1/2015,Standard Class,OFF-BI-10000145,TB-21190,$6.24,2,0.0,3.0576
962,CA-2016-120859,9/1/2016,9/4/2016,First Class,OFF-EN-10001335,CV-12805,$21.88,2,0.0,10.94
963,CA-2014-127488,9/22/2014,9/24/2014,Second Class,OFF-LA-10001613,MS-17365,$4.6080000000000005,2,0.2,1.6704
964,CA-2017-135279,4/9/2017,4/11/2017,First Class,OFF-LA-10004055,BS-11800,$9.82,2,0.0,4.8118
965,CA-2017-135279,4/9/2017,4/11/2017,First Class,OFF-AR-10004344,BS-11800,$35.97,3,0.0,9.7119
966,CA-2017-135279,4/9/2017,4/11/2017,First Class,OFF-PA-10004621,BS-11800,$12.96,2,0.0,6.2208
967,CA-2017-135279,4/9/2017,4/11/2017,First Class,OFF-PA-10001281,BS-11800,$191.6,4,0.0,91.96799999999999
968,CA-2017-135279,4/9/2017,4/11/2017,First Class,OFF-LA-10001613,BS-11800,$8.64,3,0.0,4.2336
969,CA-2017-135279,4/9/2017,4/11/2017,First Class,OFF-ST-10001097,BS-11800,$501.81,3,0.0,0.0
970,CA-2014-115791,1/16/2014,1/18/2014,Second Class,FUR-FU-10001095,DL-13315,$127.104,6,0.2,28.5984
971,CA-2014-115791,1/16/2014,1/18/2014,Second Class,TEC-PH-10004614,DL-13315,$124.2,3,0.4,-31.05
972,CA-2014-115791,1/16/2014,1/18/2014,Second Class,OFF-BI-10001575,DL-13315,$18.588,2,0.7,-13.6312
973,CA-2014-115791,1/16/2014,1/18/2014,Second Class,OFF-LA-10001074,DL-13315,$30.072,3,0.2,10.1493
974,US-2017-103247,10/5/2017,10/8/2017,Second Class,TEC-PH-10003555,PO-19195,$160.93,7,0.0,3.2186
975,US-2017-103247,10/5/2017,10/8/2017,Second Class,OFF-BI-10004492,PO-19195,$75.792,3,0.2,25.5798
976,US-2017-100209,7/9/2017,7/15/2017,Standard Class,OFF-BI-10002012,TD-20995,$1.08,2,0.7,-0.792
977,CA-2017-159366,1/7/2017,1/10/2017,First Class,TEC-MA-10000822,BW-11110,$3059.982,2,0.1,679.9960000000001
978,CA-2016-145499,5/30/2016,5/31/2016,First Class,OFF-BI-10000848,RW-19690,$3.282,2,0.7,-2.6256
979,CA-2015-157035,12/9/2015,12/12/2015,First Class,OFF-PA-10004156,KB-16600,$34.02,3,0.0,16.6698
980,CA-2016-144939,10/3/2016,10/8/2016,Standard Class,FUR-CH-10003199,EB-13870,$599.2919999999999,6,0.1,93.2232
981,CA-2014-163419,11/11/2014,11/14/2014,Second Class,OFF-AR-10000034,TZ-21580,$3.392,1,0.2,0.8056
982,CA-2014-163419,11/11/2014,11/14/2014,Second Class,TEC-PH-10000560,TZ-21580,$559.984,2,0.2,55.9984
983,CA-2014-163419,11/11/2014,11/14/2014,Second Class,FUR-CH-10000665,TZ-21580,$603.92,5,0.2,75.49
984,CA-2017-100314,9/29/2017,10/5/2017,Standard Class,OFF-LA-10001569,AS-10630,$7.968,2,0.2,2.5896
985,CA-2017-100314,9/29/2017,10/5/2017,Standard Class,OFF-EN-10000461,AS-10630,$27.968000000000004,4,0.2,9.4392
986,CA-2017-100314,9/29/2017,10/5/2017,Standard Class,TEC-MA-10003066,AS-10630,$336.51,3,0.4,44.868
987,CA-2015-146829,3/10/2015,3/10/2015,Same Day,OFF-BI-10004022,TS-21340,$1.112,2,0.8,-1.8904
988,CA-2017-167899,5/21/2017,5/26/2017,Standard Class,FUR-FU-10004071,JG-15805,$520.05,5,0.0,72.807
989,CA-2017-167899,5/21/2017,5/26/2017,Standard Class,OFF-AR-10001988,JG-15805,$17.97,3,0.0,5.2113
990,CA-2015-153549,3/29/2015,3/31/2015,Second Class,FUR-CH-10004086,SL-20155,$1166.92,5,0.2,131.2785
991,CA-2016-110023,9/9/2016,9/11/2016,First Class,OFF-BI-10001036,TS-21610,$14.624,2,0.2,5.484
992,CA-2016-105585,8/26/2016,8/27/2016,First Class,OFF-FA-10002983,RF-19735,$10.23,3,0.0,4.9104
993,CA-2016-105585,8/26/2016,8/27/2016,First Class,OFF-PA-10003625,RF-19735,$154.9,5,0.0,69.705
994,CA-2014-117639,5/21/2014,5/25/2014,Standard Class,OFF-BI-10003925,MW-18235,$2715.93,7,0.0,1276.4871
995,CA-2014-117639,5/21/2014,5/25/2014,Standard Class,TEC-PH-10001530,MW-18235,$617.97,3,0.0,173.0316
996,CA-2015-162537,10/28/2015,11/3/2015,Standard Class,OFF-EN-10003862,RD-19585,$10.67,1,0.0,4.9082
997,CA-2015-162537,10/28/2015,11/3/2015,Standard Class,OFF-ST-10004258,RD-19585,$36.63,3,0.0,9.8901
998,CA-2015-162537,10/28/2015,11/3/2015,Standard Class,FUR-FU-10002885,RD-19585,$24.1,5,0.0,9.158
999,CA-2015-162537,10/28/2015,11/3/2015,Standard Class,FUR-FU-10001918,RD-19585,$33.11,7,0.0,12.9129
1000,CA-2016-155488,11/13/2016,11/17/2016,Standard Class,OFF-AR-10002956,FM-14290,$44.02,2,0.0,11.4452
1001,CA-2015-124891,7/31/2015,7/31/2015,Same Day,TEC-AC-10003033,RH-19495,$2309.65,7,0.0,762.1845
1002,CA-2015-124891,7/31/2015,7/31/2015,Same Day,FUR-TA-10002903,RH-19495,$1090.782,7,0.4,-290.8752
1003,CA-2015-124891,7/31/2015,7/31/2015,Same Day,OFF-PA-10004621,RH-19495,$19.44,3,0.0,9.3312
1004,CA-2015-126445,8/27/2015,8/31/2015,Standard Class,OFF-ST-10000046,RA-19945,$484.65,3,0.0,92.0835
1005,CA-2015-111199,11/13/2015,11/17/2015,Standard Class,OFF-PA-10001790,JK-15730,$115.296,3,0.2,40.3536
1006,CA-2015-105312,11/6/2015,11/9/2015,First Class,OFF-EN-10002600,MT-17815,$7.08,3,0.2,2.478
1007,CA-2015-105312,11/6/2015,11/9/2015,First Class,OFF-BI-10002049,MT-17815,$4.401,3,0.7,-3.5208
1008,US-2017-106705,12/26/2017,1/1/2018,Standard Class,OFF-PA-10001509,PO-18850,$44.75,5,0.0,20.585
1009,CA-2017-135034,8/1/2017,8/3/2017,First Class,TEC-PH-10003931,AT-10735,$95.984,2,0.2,5.999
1010,CA-2014-158540,11/24/2014,11/26/2014,First Class,FUR-FU-10001602,VG-21790,$151.72,4,0.0,27.3096
1011,CA-2017-118437,6/17/2017,6/21/2017,Second Class,FUR-FU-10004848,PF-19165,$155.25,3,0.0,46.575
1012,CA-2017-118437,6/17/2017,6/21/2017,Second Class,OFF-ST-10003722,PF-19165,$14.03,1,0.0,4.0687
1013,US-2015-126214,12/21/2015,12/24/2015,Second Class,FUR-TA-10003748,JS-15880,$1618.37,13,0.0,356.0414
1014,US-2015-126214,12/21/2015,12/24/2015,Second Class,TEC-AC-10003198,JS-15880,$99.6,1,0.0,36.852
1015,CA-2015-133025,9/17/2015,9/19/2015,Second Class,OFF-PA-10004100,MO-17800,$32.4,5,0.0,15.552
1016,CA-2015-108665,7/6/2015,7/10/2015,Standard Class,FUR-FU-10002191,KM-16225,$13.96,2,0.0,6.7008
1017,CA-2015-108665,7/6/2015,7/10/2015,Standard Class,FUR-FU-10000965,KM-16225,$155.82,3,0.0,63.8862
1018,CA-2015-108665,7/6/2015,7/10/2015,Standard Class,TEC-PH-10004188,KM-16225,$124.95,5,0.0,2.499
1019,CA-2015-108665,7/6/2015,7/10/2015,Standard Class,OFF-ST-10001526,KM-16225,$601.65,5,0.0,156.429
1020,CA-2015-124450,4/27/2015,5/3/2015,Standard Class,OFF-AR-10001166,GT-14710,$22.74,3,0.0,8.8686
1021,CA-2015-124450,4/27/2015,5/3/2015,Standard Class,FUR-CH-10000309,GT-14710,$1267.53,3,0.0,316.8825
1022,CA-2015-124450,4/27/2015,5/3/2015,Standard Class,TEC-MA-10004212,GT-14710,$1379.92,8,0.0,648.5624
1023,CA-2015-167269,6/16/2015,6/20/2015,Standard Class,OFF-EN-10003072,PB-19150,$6.207999999999999,2,0.2,2.1728
1024,CA-2017-106964,12/17/2017,12/20/2017,First Class,OFF-BI-10000320,HR-14770,$11.808,2,0.2,4.2804
1025,CA-2016-126529,1/11/2016,1/13/2016,Second Class,?,?,$15.552,3,0.2,5.4432
1026,CA-2016-126529,1/11/2016,1/13/2016,Second Class,OFF-PA-10003656,DE-13255,$63.312,3,0.2,20.5764
1027,CA-2016-126529,1/11/2016,1/13/2016,Second Class,TEC-PH-10000148,DE-13255,$15.588,2,0.4,-9.8724
1028,CA-2014-163552,7/11/2014,7/15/2014,Standard Class,OFF-PA-10000474,LA-16780,$177.2,5,0.0,83.28399999999999
1029,CA-2014-163552,7/11/2014,7/15/2014,Standard Class,TEC-PH-10003885,LA-16780,$197.97,3,0.0,57.4113
1030,CA-2014-163552,7/11/2014,7/15/2014,Standard Class,FUR-CH-10003379,LA-16780,$854.94,3,0.0,213.735
1031,CA-2014-163552,7/11/2014,7/15/2014,Standard Class,FUR-FU-10000629,LA-16780,$124.11,9,0.0,52.1262
1032,CA-2014-163552,7/11/2014,7/15/2014,Standard Class,OFF-LA-10001175,LA-16780,$14.4,5,0.0,7.056
1033,CA-2016-109820,11/20/2016,11/22/2016,First Class,OFF-PA-10000955,AG-10390,$15.696,3,0.2,5.1012
1034,CA-2016-109820,11/20/2016,11/22/2016,First Class,OFF-BI-10003460,AG-10390,$2.628,2,0.7,-1.9272
1035,CA-2016-109820,11/20/2016,11/22/2016,First Class,OFF-BI-10000474,AG-10390,$14.427,3,0.7,-10.5798
1036,CA-2016-113061,4/22/2016,4/26/2016,Standard Class,FUR-FU-10003975,EL-13735,$86.62,2,0.0,8.662
1037,CA-2015-127418,6/13/2015,6/14/2015,First Class,OFF-BI-10003707,JJ-15445,$36.624,3,0.2,13.734000000000002
1038,CA-2017-121818,11/20/2017,11/21/2017,First Class,OFF-AR-10000203,JH-15430,$23.968000000000004,7,0.2,2.6964
1039,CA-2017-121818,11/20/2017,11/21/2017,First Class,OFF-AR-10004790,JH-15430,$28.728,3,0.2,1.7955
1040,CA-2016-127670,3/20/2016,3/24/2016,Standard Class,FUR-TA-10001095,RD-19660,$697.16,4,0.0,146.4036
1041,CA-2016-102981,9/6/2016,9/9/2016,Second Class,TEC-AC-10004761,MO-17500,$31.86,2,0.0,11.151
1042,CA-2016-102981,9/6/2016,9/9/2016,Second Class,FUR-BO-10001811,MO-17500,$722.352,3,0.2,90.294
1043,CA-2017-115651,7/9/2017,7/12/2017,First Class,OFF-AR-10001130,NS-18640,$8.84,5,0.2,2.9835
1044,CA-2017-115651,7/9/2017,7/12/2017,First Class,OFF-AP-10000055,NS-18640,$58.464,9,0.8,-146.16
1045,CA-2017-152702,10/12/2017,10/16/2017,Standard Class,FUR-CH-10002304,SN-20710,$254.604,14,0.3,-18.186
1046,CA-2016-169103,3/8/2016,3/13/2016,Standard Class,TEC-PH-10001530,ZC-21910,$1363.96,5,0.2,85.2475
1047,CA-2016-169103,3/8/2016,3/13/2016,Standard Class,FUR-FU-10004006,ZC-21910,$102.36,3,0.2,-3.8385
1048,CA-2014-139192,5/27/2014,6/1/2014,Second Class,TEC-PH-10000486,LC-16885,$1113.504,12,0.2,125.2692
1049,CA-2014-139192,5/27/2014,6/1/2014,Second Class,TEC-AC-10001606,LC-16885,$99.99,1,0.0,37.9962
1050,US-2015-153500,7/3/2015,7/5/2015,First Class,FUR-FU-10000293,DG-13300,$168.46400000000003,2,0.2,-29.4812
1051,US-2015-153500,7/3/2015,7/5/2015,First Class,OFF-PA-10001307,DG-13300,$6.72,2,0.2,2.436
1052,US-2015-153500,7/3/2015,7/5/2015,First Class,FUR-FU-10004460,DG-13300,$282.888,9,0.2,56.5776
1053,CA-2015-110667,4/4/2015,4/8/2015,Standard Class,OFF-AR-10000716,NF-18595,$11.16,2,0.0,4.3524
1054,CA-2015-110667,4/4/2015,4/8/2015,Standard Class,FUR-FU-10004622,NF-18595,$108.4,2,0.0,22.764
1055,CA-2015-110667,4/4/2015,4/8/2015,Standard Class,OFF-BI-10002735,NF-18595,$82.344,3,0.2,27.7911
1056,CA-2015-110667,4/4/2015,4/8/2015,Standard Class,OFF-BI-10003529,NF-18595,$9.088,4,0.2,3.2944
1057,CA-2017-167150,12/10/2017,12/17/2017,Standard Class,OFF-BI-10001097,BP-11185,$19.936,4,0.2,7.2268
1058,CA-2017-167150,12/10/2017,12/17/2017,Standard Class,OFF-BI-10001597,BP-11185,$65.568,2,0.2,22.9488
1059,CA-2016-105284,11/24/2016,12/1/2016,Standard Class,OFF-FA-10001754,MG-17650,$4.416,3,0.2,1.6008
1060,US-2015-125374,3/23/2015,3/29/2015,Standard Class,FUR-CH-10003396,JD-16060,$107.772,2,0.3,-29.2524
1061,CA-2015-161263,4/16/2015,4/21/2015,Standard Class,OFF-AP-10002350,TS-21160,$45.216,3,0.2,4.5216
1062,CA-2015-161263,4/16/2015,4/21/2015,Standard Class,OFF-FA-10004838,TS-21160,$10.415999999999999,7,0.2,-2.2134
1063,CA-2015-161263,4/16/2015,4/21/2015,Standard Class,OFF-AR-10004757,TS-21160,$7.872000000000001,3,0.2,1.2792
1064,CA-2015-161263,4/16/2015,4/21/2015,Standard Class,TEC-PH-10002115,TS-21160,$118.78200000000001,3,0.4,-27.7158
1065,CA-2015-161263,4/16/2015,4/21/2015,Standard Class,OFF-FA-10003059,TS-21160,$1.4480000000000002,1,0.2,0.2353
1066,CA-2015-161263,4/16/2015,4/21/2015,Standard Class,OFF-BI-10004330,TS-21160,$55.47,5,0.7,-46.225
1067,CA-2016-157686,10/1/2016,10/2/2016,First Class,FUR-CH-10001146,BD-11620,$194.84799999999998,4,0.2,12.177999999999999
1068,US-2017-139955,9/28/2017,9/30/2017,Second Class,OFF-SU-10001935,CM-12160,$1.744,1,0.2,-0.3488
1069,US-2015-150161,7/25/2015,7/29/2015,Standard Class,OFF-BI-10001524,RB-19795,$25.176,4,0.7,-18.4624
1070,CA-2015-144652,11/20/2015,11/26/2015,Standard Class,OFF-AR-10003732,SN-20560,$19.46,7,0.0,5.0596
1071,CA-2016-152814,4/28/2016,5/2/2016,Standard Class,OFF-PA-10001970,EH-14005,$29.471999999999998,3,0.2,9.9468
1072,CA-2017-106943,11/14/2017,11/19/2017,Standard Class,OFF-BI-10003669,FO-14305,$8.64,2,0.2,3.0239999999999996
1073,CA-2016-134348,11/12/2016,11/19/2016,Standard Class,OFF-BI-10003727,MS-17710,$6.27,5,0.7,-4.598
1074,CA-2016-134348,11/12/2016,11/19/2016,Standard Class,OFF-BI-10004967,MS-17710,$4.368,7,0.7,-3.3488
1075,CA-2016-134348,11/12/2016,11/19/2016,Standard Class,TEC-AC-10003447,MS-17710,$31.984,2,0.2,1.999
1076,CA-2016-161781,9/29/2016,9/30/2016,First Class,OFF-AR-10000255,CC-12100,$40.88,7,0.0,10.6288
1077,CA-2017-132521,9/23/2017,9/25/2017,Second Class,OFF-AP-10002191,DW-13540,$119.96,2,0.0,33.5888
1078,CA-2017-132521,9/23/2017,9/25/2017,Second Class,OFF-ST-10001325,DW-13540,$31.44,3,0.0,8.4888
1079,CA-2017-132521,9/23/2017,9/25/2017,Second Class,OFF-BI-10000404,DW-13540,$6.88,1,0.2,2.322
1080,CA-2015-110016,11/29/2015,12/4/2015,Standard Class,OFF-PA-10000349,BT-11395,$19.92,4,0.0,9.3624
1081,CA-2015-110016,11/29/2015,12/4/2015,Standard Class,FUR-CH-10002880,BT-11395,$1106.91,9,0.0,121.7601
1082,US-2016-143819,3/1/2016,3/5/2016,Standard Class,FUR-TA-10001095,KD-16270,$836.592,8,0.4,-264.9208
1083,US-2016-143819,3/1/2016,3/5/2016,Standard Class,OFF-PA-10003127,KD-16270,$26.38,1,0.0,12.1348
1084,US-2016-143819,3/1/2016,3/5/2016,Standard Class,OFF-ST-10003208,KD-16270,$362.92,2,0.0,105.2468
1085,US-2016-143819,3/1/2016,3/5/2016,Standard Class,TEC-MA-10003979,KD-16270,$4899.93,7,0.0,2400.9657
1086,CA-2016-167584,8/12/2016,8/12/2016,Same Day,OFF-PA-10000029,LC-16870,$6.48,1,0.0,3.1104
1087,CA-2016-166163,8/15/2016,8/20/2016,Second Class,TEC-PH-10004896,CY-12745,$71.976,3,0.2,7.1976
1088,CA-2016-166163,8/15/2016,8/20/2016,Second Class,OFF-LA-10000452,CY-12745,$3.15,1,0.0,1.5119999999999998
1089,CA-2017-158407,6/4/2017,6/10/2017,Standard Class,FUR-FU-10001967,LW-16990,$31.984,2,0.2,1.999
1090,CA-2017-158407,6/4/2017,6/10/2017,Standard Class,TEC-PH-10001819,LW-16990,$71.984,2,0.2,25.1944
1091,CA-2015-143490,12/6/2015,12/13/2015,Standard Class,OFF-AR-10002952,NP-18325,$120.15,9,0.0,33.641999999999996
1092,CA-2015-143490,12/6/2015,12/13/2015,Standard Class,TEC-PH-10000576,NP-18325,$219.18400000000003,2,0.2,19.1786
1093,CA-2015-165085,12/27/2015,12/31/2015,Standard Class,OFF-PA-10000605,BT-11485,$28.9,5,0.0,14.161
1094,CA-2015-165085,12/27/2015,12/31/2015,Standard Class,OFF-AP-10002518,BT-11485,$355.96,2,0.0,103.2284
1095,CA-2017-160423,1/21/2017,1/26/2017,Standard Class,OFF-ST-10004340,PS-19045,$348.208,7,0.2,30.4682
1096,CA-2017-160423,1/21/2017,1/26/2017,Standard Class,OFF-BI-10004001,PS-19045,$35.784,7,0.7,-28.6272
1097,CA-2014-159338,6/25/2014,6/28/2014,First Class,FUR-TA-10004147,NS-18640,$447.84,5,0.2,11.196
1098,CA-2016-107216,6/14/2016,6/17/2016,First Class,OFF-AR-10001545,PV-18985,$7.04,4,0.0,2.0416
1099,CA-2016-107216,6/14/2016,6/17/2016,First Class,FUR-FU-10000206,PV-18985,$8.73,3,0.0,4.1031
1100,CA-2016-107216,6/14/2016,6/17/2016,First Class,?,?,$29.29,1,0.0,9.6657
1101,CA-2016-107216,6/14/2016,6/17/2016,First Class,OFF-AR-10002255,PV-18985,$8.64,3,0.0,2.5056
1102,US-2017-145863,4/21/2017,4/27/2017,Standard Class,OFF-BI-10004140,RP-19390,$2.694,3,0.8,-4.7145
1103,US-2017-145863,4/21/2017,4/27/2017,Standard Class,OFF-BI-10002049,RP-19390,$2.9339999999999997,3,0.8,-4.9878
1104,CA-2016-112340,10/21/2016,10/27/2016,Standard Class,OFF-PA-10001892,NM-18520,$22.92,3,0.0,11.2308
1105,US-2016-110156,11/19/2016,11/24/2016,Standard Class,OFF-ST-10000642,EH-13945,$100.704,6,0.2,-16.3644
1106,US-2016-110156,11/19/2016,11/24/2016,Standard Class,FUR-FU-10000206,EH-13945,$2.3280000000000003,2,0.6,-0.7566
1107,US-2016-110156,11/19/2016,11/24/2016,Standard Class,OFF-BI-10003676,EH-13945,$10.78,5,0.8,-17.248
1108,US-2016-110156,11/19/2016,11/24/2016,Standard Class,OFF-FA-10003495,EH-13945,$58.368,12,0.2,21.888
